age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
45,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0
38,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0
32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1
20,Self-emp-inc,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
40,Private,14,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,35,India,1
27,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
22,Private,10,Never-married,Sales,Not-in-family,White,Male,25,United-States,1
33,Private,9,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,32,United-States,0
50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
53,State-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
54,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
54,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
33,Self-emp-inc,9,Never-married,Craft-repair,Own-child,White,Male,50,United-States,0
41,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
57,Self-emp-not-inc,7,Divorced,Other-service,Unmarried,White,Male,50,United-States,0
23,Private,9,Never-married,Other-service,Own-child,Black,Male,36,United-States,0
25,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
48,Local-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Canada,1
36,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
61,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
34,Private,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,1
40,Private,6,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0
48,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
50,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
57,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
29,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
43,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
27,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
29,Private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,36,United-States,0
46,Private,14,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,0
31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
39,Private,15,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,1
37,Private,7,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0
41,Private,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0
64,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,39,United-States,0
24,Private,11,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,0
25,Private,10,Never-married,Handlers-cleaners,Unmarried,White,Male,50,United-States,0
28,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,0
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
60,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
23,Local-gov,10,Never-married,Other-service,Own-child,White,Male,20,United-States,0
58,Private,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
22,Private,5,Never-married,Sales,Other-relative,White,Female,40,Mexico,0
36,Local-gov,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
32,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
22,Private,9,Never-married,Other-service,Not-in-family,White,Male,20,United-States,0
29,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
29,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,0
44,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
35,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Iran,0
56,Private,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0
55,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,1
50,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,1
62,Local-gov,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
44,Local-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
73,Private,4,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,1
19,Private,7,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,43,United-States,0
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
41,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,India,1
57,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
68,Private,15,Widowed,Prof-specialty,Unmarried,White,Male,60,United-States,1
35,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,80,United-States,1
45,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
63,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
24,Private,10,Never-married,Other-service,Unmarried,White,Female,20,United-States,0
31,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
37,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
18,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,0
35,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,1
55,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,1
42,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1
37,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,1
43,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
60,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,1
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
54,Private,10,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,0
58,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
31,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1
45,Private,4,Widowed,Other-service,Unmarried,White,Female,21,United-States,0
44,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
76,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,1
30,Private,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0
33,Private,10,Divorced,Exec-managerial,Unmarried,White,Male,48,United-States,1
38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1
48,Private,10,Divorced,Craft-repair,Unmarried,White,Male,48,United-States,1
46,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,0
46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0
21,Private,9,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,34,South,0
36,Private,11,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,0
33,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,1
56,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
41,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
35,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
27,Private,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,40,Mexico,0
54,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,1
35,Local-gov,9,Never-married,Sales,Own-child,Black,Male,38,United-States,0
24,Private,13,Never-married,Sales,Own-child,Black,Female,40,United-States,0
22,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
25,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
38,Private,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
32,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0
39,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
44,Private,12,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,United-States,0
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
47,Private,3,Married-civ-spouse,Transport-moving,Wife,White,Female,40,Mexico,1
50,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
18,Private,9,Never-married,Sales,Own-child,White,Male,35,United-States,0
67,Self-emp-not-inc,13,Widowed,Sales,Not-in-family,White,Male,30,United-States,0
61,Private,13,Married-civ-spouse,Other-service,Husband,Black,Male,20,United-States,0
41,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,China,1
37,Local-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,1
35,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
64,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
38,Private,12,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,0
29,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
38,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,32,United-States,0
27,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
24,Private,13,Never-married,Sales,Own-child,White,Male,4,United-States,0
41,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
40,Self-emp-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,65,United-States,1
35,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0
44,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
53,Private,10,Separated,Prof-specialty,Not-in-family,White,Male,60,United-States,0
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
23,Private,13,Never-married,Prof-specialty,Own-child,White,Female,25,United-States,0
19,Private,8,Never-married,Adm-clerical,Own-child,White,Male,9,United-States,0
48,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
67,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,18,United-States,0
62,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
33,Federal-gov,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
46,Private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
53,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0
37,State-gov,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
39,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,54,United-States,0
42,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,1
22,Private,5,Never-married,Craft-repair,Own-child,White,Male,54,United-States,0
36,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1
35,Private,13,Separated,Sales,Not-in-family,White,Male,50,United-States,1
51,Private,8,Widowed,Machine-op-inspct,Not-in-family,White,Male,40,United-States,1
22,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
52,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
46,Federal-gov,14,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,40,United-States,1
64,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
25,Private,10,Never-married,Tech-support,Other-relative,White,Male,40,United-States,0
56,Private,7,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0
40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
39,Private,6,Separated,Other-service,Unmarried,White,Female,40,Mexico,0
25,Private,10,Never-married,Farming-fishing,Unmarried,White,Male,40,United-States,0
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
58,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
41,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
37,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1
47,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,1
56,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1
62,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
52,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
36,Private,9,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,0
36,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40,Ireland,1
35,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
31,Private,9,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,0
72,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,Canada,1
50,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
39,Private,12,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
32,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,60,United-States,0
20,Private,9,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,0
52,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,United-States,1
52,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0
45,Private,9,Divorced,Farming-fishing,Unmarried,Black,Female,39,United-States,0
21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,10,United-States,0
25,Private,9,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
42,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,52,United-States,0
36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,United-States,0
25,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
41,Local-gov,13,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,0
45,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0
53,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,1
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
31,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,41,El-Salvador,1
32,Private,6,Married-civ-spouse,Other-service,Husband,White,Male,38,United-States,0
20,Private,9,Never-married,Other-service,Own-child,Black,Male,40,United-States,0
32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
67,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
62,Private,9,Divorced,Priv-house-serv,Not-in-family,Black,Female,20,United-States,0
49,Private,10,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0
48,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
51,Private,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
19,Private,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,0
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
42,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
65,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,1
48,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,1
28,Private,13,Never-married,Exec-managerial,Not-in-family,Black,Male,48,United-States,0
32,Private,9,Never-married,Other-service,Unmarried,Black,Male,40,United-States,0
33,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
38,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0
23,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States,0
19,Private,9,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
34,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,35,United-States,1
26,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
47,Private,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,0
50,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,United-States,1
28,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
29,Private,12,Divorced,Exec-managerial,Unmarried,White,Female,37,United-States,0
23,State-gov,10,Never-married,Protective-serv,Not-in-family,Black,Male,30,United-States,0
34,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,0
18,Private,6,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
33,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,32,United-States,0
54,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
23,Private,7,Never-married,Other-service,Own-child,White,Female,40,United-States,0
31,Private,10,Never-married,Tech-support,Not-in-family,Black,Female,50,United-States,0
46,Private,9,Separated,Other-service,Not-in-family,Black,Female,30,Haiti,0
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
46,Private,10,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,1
22,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
45,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
48,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
58,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
57,Private,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,45,United-States,1
44,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
37,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
22,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0
36,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
25,Private,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,30,United-States,0
43,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,92,United-States,1
37,Private,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0
36,Private,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,31,United-States,1
37,Private,10,Separated,Sales,Not-in-family,White,Male,45,United-States,0
21,Private,10,Never-married,Other-service,Own-child,White,Male,40,United-States,0
43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,0
57,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
57,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
31,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,Mexico,1
28,Private,14,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
34,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
65,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,35,Mexico,0
79,Private,4,Widowed,Other-service,Unmarried,Black,Male,5,United-States,0
31,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
50,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
45,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
43,Private,9,Divorced,Other-service,Unmarried,White,Female,24,United-States,0
56,Private,9,Separated,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
43,Private,13,Married-civ-spouse,Tech-support,Wife,Black,Female,40,United-States,1
26,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0
26,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
25,State-gov,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
47,State-gov,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0
29,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,30,United-States,0
22,Private,9,Never-married,Other-service,Not-in-family,White,Male,60,United-States,1
43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
17,Private,7,Never-married,Other-service,Own-child,White,Female,10,United-States,0
34,Private,14,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,0
49,Private,11,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
33,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
34,State-gov,13,Separated,Exec-managerial,Unmarried,Black,Female,38,United-States,0
70,Private,10,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,1
45,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
35,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,United-States,1
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0
27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
65,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
34,Private,16,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
53,State-gov,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,37,United-States,0
21,Private,9,Never-married,Other-service,Own-child,Other,Male,20,United-States,0
41,Federal-gov,14,Married-civ-spouse,Craft-repair,Husband,White,Male,60,India,1
54,Local-gov,14,Divorced,Prof-specialty,Unmarried,Black,Female,37,United-States,1
33,Self-emp-not-inc,11,Divorced,Craft-repair,Not-in-family,White,Male,80,United-States,1
52,Private,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,56,United-States,1
37,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
61,Self-emp-inc,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
57,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
35,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,0
23,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
40,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
32,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0
49,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,41,United-States,1
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
34,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
49,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
43,Self-emp-not-inc,7,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
23,Private,10,Never-married,Exec-managerial,Own-child,White,Male,20,United-States,0
36,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,1
38,Private,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
46,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
40,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
63,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,Scotland,0
46,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
47,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,Female,5,United-States,0
32,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,0
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
41,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,48,United-States,0
38,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1
56,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,37,United-States,1
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,56,United-States,1
25,Private,10,Never-married,Sales,Not-in-family,White,Male,38,United-States,0
29,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,36,United-States,0
58,Local-gov,13,Separated,Prof-specialty,Unmarried,Black,Female,40,Jamaica,1
36,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,4,United-States,0
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,0
36,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
27,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,England,1
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,0
49,Self-emp-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,47,United-States,0
58,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,United-States,1
